Goal,Specific,Measurable,Action-oriented,Relevant,Time-bound
New Years Resolution Direct a French New Wave action film and change my name to JeanLuc Gohard,,,,1,
Bought my own Christmas gift healthylifestyle fitfam fitness winterrunning,,,,1,
Day of my to tweet TheEllenShow daily ShowTickets andor Days tickets Anyway MerryChristmasEve NextYear,,,,1,
HelpOthers Start with Lou,,,,1,
HelpOthers Start with Lou,,,,1,
Any beef wit me let it be know fo the years up Kause next year Im just takin off on niggas,,,,1,
He must become greater and I must become less John Praying this becomes evident in my life HisLifeNotMine,,,,1,
Really hoping is Kardashian free,,,,1,
KimLeyva JCore perfect Tell JCore Im gonna try to cut processed sugar from my diet in,,,,1,
YucciMane Ima tweet like Im Ja Rule just found my,,,,1,
xSmootx I gotta find a new background image,,,,1,
I really plan on sticking to my this year Workout more eat healthier no sex before monogamy,,,,1,
The one thing I always try to do is be there for the people who need me most Im not too good at that but I try,,,,1,
Seeing videos of my family play the guitar sing and be musically talented is motivating me to really learn the guitar,,,,1,
Im going to try to be a better friendsister to my loved ones newyearsresolution,,,,1,
Write with no censor and stop holding back,,,,1,
For being so desperate for attention I really dont tweet enough tweettillihavenomorefriends,,,,1,
continue to show up at least minutes to an hour late to whatever time I told you I was going to be there,,,,1,
continue to show up at least minutes to an hour late to whatever time I told you I was going to be t,,,,1,
I want six pack abs,,,,1,
I want to read more in,,,,1,
I want an exposed brick two story loft,,,,1,
to start acting more mixed,,,,1,
I want to do yoga regularly selfimprovement selfcare phillyyoga phillyfit,,,,1,
I wanna hold you until the sun stops shining and the earth stops moving or forever whichever one happens last NewYearsRes,,,,1,
No more fucking with the niggas that arent on an equal or greater status than myself,,,,1,
I better enjoy my freedom while it lasts is right around the corner chastity for,,,,1,
No more giving weird niggas the time of day,,,,1,
I dont usually indulge in them but Ive got a great for I resolve NOT TO BELIEVE MY OWN LIES That should work,,,,1,
GarcelleB I need a nutrition partner to keep me accountable for drinking my smoothies properly everyday You up for it,,,,1,
already done moved all passwords out of various online notes and documents and into keepersecurity,,,,1,
New Years Resolution get back to YosemiteTahoe Blessed Half Dome YosemiteNPS LakeTahoeCA,,,,1,
I really want to learn how to knit isthataweirdresolution,,,,1,
Keep bubblewrap around to break out when Im sad need something to play with What Plastic is bad for the ocean,,,,1,
No hate new years Stop with all the resist attitude because we are all made of the same stuff on the inside nohaters,,,,1,
My is to stop smokin fr,,,,1,
Move to unincorporated town plant a Christmas tree farm open a general store lifegoals HereWeGo,,,,1,
Huey Piano Smith into the Rock Roll Hall of Fame,,,,1,
I swear all my money goes to food This shxt gotta stop,,,,1,
Damn my dad told me that my should be to get a girlfriend What a hoe ass nigga,,,,1,
come up with a good New Years Resolution for next year,,,,1,
is going to be the year of Mike So many changes who knows maybe Ill get bangs too Jk,,,,1,
I only want to live in places where afternoon naps for adults are mandatory,,,,1,
ktherend is to go less Havent put a on days of week though LOL,,,,1,
My New Years Resolution is to be nicer to people,,,,1,
Okay Im bored so Im setting a goal followers in the next three ish months sobored,,,,1,
In this image are all the things I want to accomplish in the new year My in other words,,,,1,
teach a chicken to play Magic The Gathering,,,,1,
Refuse to read mobile articles with full screen ads that prevent scrolling but load well after the rest of the page,,,,1,
I have a bias for ring tone selections Some selections have made me render inlaws not ok This is an unfair bias,,,,1,
Maybe Ill give sobriety a shot bigbootyhoe freshstart,,,,1,
I will do my Fifties every day Fifty pushups Fifty situps Fifty glasses of water,,,,1,
i think i gained too much lucky ima cut this weight soon,,,,1,
i want to live a happier crazier life taking more chances and not letting anything hold me back,,,,1,
suck whole dicks,,,,1,
For cleaning out negativity and bringing in more positivity,,,,1,
Some people need to get a chill and mind your business attitude in,,,,1,
I aiming my sass level to bbcdoctorwho companion,,,,1,
Feel like my current job is sucking the life outta me Gonna add find a new job to my New Years resolution list,,,,1,
months after Giving birth to Elijah Now to start toning up and exercising postbabybody,,,,1,
Getting my new Fitbit all set up Holiday is my motivation to get moving fitbit NoExcuses,,,,1,
I really should start screenwriting again,,,,1,
Ive come to realize I do not use twitter enough I going to change that and use it more,,,,1,
Can you imagine giving up coffee I no longer drink energy drinks D,,,,1,
to change for the better in general not because its a new year new me,,,,1,
Keep Grinding Mark Tucker,,,,1,
dont get killed by an evil pots and pans robot in,,,,1,
I need to meet new people,,,,1,
My Goals include finding a partner to share my life with and finding bliss in everyday life,,,,1,
Can my newyearsresolution be to fight to get thewanted back together Just spent hours watching vids of them bestladsever TWFanmily,,,,1,
save money damnit,,,,1,
to stop buying iPhone chargers at Walgreens and,,,,1,
Must book cheap flight to NYC,,,,1,
Meet the hilariously adorable SkylarAstin SorryNotSorry,,,,1,
Not Get Pissed While Driving,,,,1,
Give More Worthwhile Organizations Who Truely Spend Their Time Helping Others,,,,1,
Im dying for a cig but Im in bed debating whether to get ready go out for one before I sleep Definitely my NYR,,,,1,
Feeling fat Thinking about doing sprints eating chicken chili skinny,,,,1,
My is not to do more this year but to do LESS WAHM Parents mompreneur mombiz,,,,1,
One of my resolutions To finish ALL of the Song Of Ice And Fire novels GameOfThrones,,,,1,
EMPRESSRAW I will surround myself with ppl that want more out of life,,,,1,
My is to help more people reach their health goals,,,,1,
Christmas is over so moving on to Serve More Laugh More Connect More LovingLife,,,,1,
This might sound like blaspheme but I have never finished Chrono Trigger,,,,1,
I dont wait till NYDay for resolutions I start when the last gift is opened In I need to save more money,,,,1,
I wanna see my family lookin better eating good livin wealthy being extremely happy,,,,1,
Eat WAY less pizza Gonna post these as they come to me,,,,1,
Another is no more shit talking on Twitter or otherwise It doesnt do shit or matter No more cowardly shit,,,,1,
DESTINYDIXON be more like Destiny so I can achieve my Destiny,,,,1,
I gotta step my Twitter game up though,,,,1,
Be more social participate in more events,,,,1,
Lets make being more social present a start small by simply getting a meal together,,,,1,
MyNamesChai to finish unfinished projects,,,,1,
is to tweet more haha not gonna happen,,,,1,
Happy to be in a new chapter of my life on my way to a new job,,,,1,
Put the TL DR at the TOP of the article,,,,1,
Sometimes you just have to change the game,,,,1,
Unfollow anyone who posts daily affirmations and uplifting deep thoughts,,,,1,
After seeing all these cruise pictures on Facebook Ive decided a cruise needs to happen in StartingtoSave,,,,1,
Hopefully we will be in our new place by the first of Feb,,,,1,
Just crushed my mile run thrive has taken my workouts to new levels supplements health,,,,1,
Ask if you are on Gods side rather than if God is on your side,,,,1,
Im starting a TODAY Take action before the deadline tells you to,,,,1,
My be less active on Facebook and more active on other social media outlets twitter Instagram,,,,1,
Goal for is to not end up homeless I like to set the bar really low so I dont disappoint myself,,,,1,
With that being said next year I want to be at PoundsToGo,,,,1,
Come January st Ill be the biggest bitch anyone has ever seen TiredOfYourShit TakingBackMyLife Happiness,,,,1,
Marshall has all their workout stuff in the front,,,,1,
Jails and prisons are dark dehumanizing places Lend some light by writing a letter to a prisoner each month,,,,1,
Love and protect one another,,,,1,
Had to get that workout in then ball it up a little bit fitquit,,,,1,
No communication results in confusion Something to change,,,,1,
New year means new me Its time to get up and get things done No more laying around making excuses Lets do this,,,,1,
F a newyearskiss I just not want to be sick healthyfornewyears NewYearsEve,,,,1,
PS Shut shit down,,,,1,
ServiceRecipe To experience a closer walk with God,,,,1,
So I am predicting a higher success rate this year Anyone wanna be my cycling partner,,,,1,
Do more gay stuff with your friends is the mission Goals Rusolution,,,,1,
Put this in the Totally Doable column RT To get in the habit of ending every phone call with Live Long and Prosper,,,,1,
Resolve to Eat More Whole Unprocessed Plantbased Food A Great Goal for,,,,1,
PlanetFitness Holland Road is PACKED is starting early I guess,,,,1,
Time to start eating healthy again Thanks TheRecipeClub,,,,1,
My st detoxworkshop thespringsla Cleansing Properly newyearsresolution cleanse colonics juice detox,,,,1,
A of mine is to cut all negative stressful annoying people out of my life No more Drama no more BS LifeIsShort,,,,1,
days of yoga practice pushups per day mile ultra finisher runchat ultrachat,,,,1,
I felt every dollop of gravy newyearsresolution I just ran mi a pace with Nike nikeplus,,,,1,
My is to not have lunch with Sandra Bullock ProblemSolved,,,,1,
The Day Plank Challenge Mine will be more like days yikes HealthyLiving ProjectLife,,,,1,
Going to break for the mile and minutes for M runnerspace flotrack,,,,1,
Lets all enter with a positive mind Prayers blessings prosperity and hugs around for everyone NewYearsResolut,,,,1,
Make this money get these grades solidify this pack,,,,1,
To only have to clean on Sunday,,,,1,
is to create more newyear creative mindfulliving mindfood,,,,1,
No more thongs,,,,1,
Time to start this positivity thing again I will defeat this negativity,,,,1,
My To be skinny have Ana take over my life goals proana skinnydreams binging purging TakeOver NewYearNewMe,,,,1,
Next year Im not spending as much money on Christmas presents so I can afford a gym membership just like everyone else,,,,1,
What will your look like My goal is to be more like this watch share resolution,,,,1,
Be less of an asshole has been my for the last couple years If I keep this pace I should be good by,,,,1,
I will straight up tell you my new years resolution is consecutive airflares itsgonnahappen,,,,1,
Be more responsible about my drinking Gonna start finally buying my liquor in bulk like an adult,,,,1,
Unintentionally left my phone at home for hours It was a sign Lets engage in better face to face communication,,,,1,
too early for i need to declutter my life,,,,1,
Idk why Im such an old woman Im getting a lil sleepy and its only OCLOCK Start acting my real age,,,,1,
will be the year of patience Something Im not used to exhibiting,,,,1,
My is to stop procrastinating and to show that Im serious I will even start early Probably sometime tomorrow,,,,1,
s are x and to not make industry in jokes,,,,1,
Swirl my cape more dramatically,,,,1,
Finally exercise away these glasses,,,,1,
Love and protect one another,,,,1,
Go next level with my Hunger Games training,,,,1,
Stir until lumps disappear,,,,1,
Perfect my KoolAid microbrew,,,,1,
Build a better relationship with God and to not be so hatefulnegative,,,,1,
New Years is coming up what are your goals I hope that its to reverse your Type Diabetes goals NewYears,,,,1,
Diddy Bop atleast once a day,,,,1,
Day after Christmas should have called out of work like everyone else did Im a sucker LessStress LessonsForLife,,,,1,
Just made a bet that if by the end of I hav a body likeJenSelter I will get goals newyearsresolution,,,,1,
do it bigger and better than the last year LessDrama more Camas KeepItMenace,,,,1,
I cant wait to just be skinny and love my body newyearsresolution actuallystickingtoit,,,,1,
learn all the words to Ew by jimmyfallon and recreate the video w BrittersSmith,,,,1,
Started one early by going to the gym tonight abouttime getfit babysteps whatsnext,,,,1,
newyearsresolution stop fucking with fuck niggas,,,,1,
My new motto Dont make it worse aimhigh sopositive dontmakeitworse newyearsresolution,,,,1,
How crazy is it allowing others to dictate ur movement If someone try and bring U down Use them as a stepping stone,,,,1,
My Get DLask on Snapchat DustinSnapchatsIn,,,,1,
My is to lose weight so I can fit into the three Mega tshirts I purchased painandgain running fitnessmotivation,,,,1,
Guilt Free New Years Resolution Welcoming this year with a happy memory banking,,,,1,
more about me and less about the people who dont deserve me,,,,1,
My is to cut the minutes of phone calls w byandmarge in half toomuch nevertoomuch BffProbs,,,,1,
I want to become a Squat Goddess,,,,1,
My is to use Twitter more often someoneteachme,,,,1,
Put yourself together with duct tape,,,,1,
My is to drive to Temecula and fight each and every one of my followers,,,,1,
Im trying to get so buff next year I make it seem like my life all about fitness For the th time in two years,,,,1,
try to reconnect with a couple close friends that have drifted completely apart,,,,1,
In I want to become more thotful jk icanteven,,,,1,
Before complaining step back look at the situation and realize its not that bad because it probably isnt that bad,,,,1,
getting an internship at Vodafone,,,,1,
Ugh I hate when ppl call me cute or adorable I wanna be hot as fuck ya feel me,,,,1,
I hope to be alot better person to my friends next year,,,,1,
My is to murder all of my enemies,,,,1,
nd day after Christmas Annual stepping on the scale and horrified vow to never eat again MyHugeAss,,,,1,
No more am flights,,,,1,
Stop running away from my problems TheyreComingToGetYouBarbara NightofTheLivingDead,,,,1,
Make time to connect with friends OFFLINE not just on social networking sites MangoSalute,,,,1,
No more lefthanded Facebooking in,,,,1,
My New Years resolution is to not drop my phone on my head when Im using it in bed,,,,1,
I need to start working out again,,,,1,
If it doesnt matter let it go BeHappy Change,,,,1,
Almost time for the First on my list is to travel more,,,,1,
I think I can keep my new one to stop making New Years Resolutions m P,,,,1,
My is to bring back the word davenport,,,,1,
Making positive changes is tough Its hard to change for the better,,,,1,
how the heck do i get more followers,,,,1,
Do more volunteer and community service work,,,,1,
Get more sleep,,,,1,
My is to utterly fail at getting back into shape,,,,1,
Continue to keep a clean record,,,,1,
One last trip to the mall before I quit for,,,,1,
First run in almost months Felt good running healthy gethealthy again,,,,1,
Check my bank account more,,,,1,
be as awesome a person as my dog already thinks I am,,,,1,
My weight gain goal,,,,1,
Gonna try natural homemade masks each day this holiday,,,,1,
Easy Ways to Start Paleo in the New Year newyearsresolution paleodiet newyearsdiet,,,,1,
Pretty excited will be starting insanitymax tomorrow get this winterweight off beachbody,,,,1,
Set a limit to my shopping expenses and do a better job at keeping track of it personalfinance budget,,,,1,
Use emo lyrics as status updates worry distant relatives about my mental health worry friends about my taste in music,,,,1,
Kill Reductionists,,,,1,
to see Hozier in concert even if I have to drive hours comeon,,,,1,
In I want to discover my personal style and overhaul my wardrobe,,,,1,
Food game on point about to get fit FarmersMarket,,,,1,
is almost here My is getting my four written picturebooks published Researching publishers literaryagents,,,,1,
I will not jump out of an airplane,,,,1,
I have a nack for sucking face pussy for minutes until its swollen like boxing glovesi gotta stop that,,,,1,
My A reading challenge that has old and new RDChallenge,,,,1,
I will stop trying to fit the whole titie in ny mouth,,,,1,
My New Years resolution is to stop making promises to myself that I cant keep Wait,,,,1,
A new twitter account for a new year I may actually engage social media in I am so cutting edge socialmedia,,,,1,
I needa gay bestfriend in my life AllIAskFor,,,,1,
I hope to go to more Mets games this year to cheer on my favorite team and watch them do well LGM,,,,1,
I hope to go to more Mets games this year to cheer on my favorite team and watch them do well LGM,,,,1,
Just need to learn to not get my hopes up,,,,1,
I should probably tweet at somebody famous twitter,,,,1,
Im on it NewYear NewYears promisespromises,,,,1,
Water intake to exceed coffee intake,,,,1,
Stay Sugar Free on New Years Eve NewYearsEve NewYear sugarfree dietinjanuary NewYear,,,,1,
My is to rewatch all seasons of StargateSG by Christmas I may have started early,,,,1,
NewYears resolution for me continue Balling on This Kats dont ever stop,,,,1,
Becoming closer to Christ is the only for this girl,,,,1,
Treadmill BlurayNetflix workout mat exercise ball TRX Ready for,,,,1,
Why yes I am going to be one of those people who starts going back to the gym for my New Years resolution I NEED IT,,,,1,
Ive been through a lot this year and im deciding to leave it all in THIS YEAR Ill grow from it by not dwelling on it,,,,1,
Senator McCarthys is to get back into his high school wrestling leotard,,,,1,
I wanna still be getting that laceup tattoogoing VansWarpedTourenjoying sosinConcord hanging out w my bffs,,,,1,
Curving people I know at the mall like YX math curves school,,,,1,
New Years Resolution No Clean your office Seriously its grotesque in there writing amwriting goals,,,,1,
Gained lbs over the holidays Time to get back to working out,,,,1,
Hes right sadly I do needa step up my game,,,,1,
Learn how to swallow a sword and eat bacon every single day,,,,1,
Become a better me,,,,1,
Im looking for stuff to add to my reading list What are some books that have changed your life happynewyear,,,,1,
One of my goals for is not to shave my head again KenyaQuotes BigChopPart,,,,1,
newyearsresolution better recipes from my favorite chef marcuscooks cant wait to go to the,,,,1,
out with fakes and the phonies time to start interacting with people that are about something,,,,1,
Watch more sunsets and remind myself of how beautiful life can be,,,,1,
newyearsresolution Eat less meat Only the good stuff More offal Had same goal last year Failed But now I have BelcampoMeat in dtla,,,,1,
Decided part one of my Gonna find some place in St Cloud that I can volunteer for a few hours each month to give back,,,,1,
All my friends have the same not seeing me ever again,,,,1,
Snibla My is not to make any New Years Resolutions I think you broke the resolution with your resolution,,,,1,
Gonna become more grounded in historical facts so when Marty McFly arrives this year from I know what to ask him,,,,1,
Carrying over my resolution from last years Internetfree Sundays Good for the brain to unplug on a regular basis,,,,1,
My is to outlive my christmastree,,,,1,
New year new cut new me Justin V Gill,,,,1,
CrownedD My is to have an adventure,,,,1,
Having to move reminds me of my materialism and how many things I really dont need purge goodwill,,,,1,
gadget desire temporarily assuaged by KindleVoyage purchase more reading in,,,,1,
My is to use Twitter more Ive had this account over a year and still have no fucking clue how to use it helpme,,,,1,
new me diet starts start to get fit and to live my life Jokes Aint nobody have time for that NewYearsRes,,,,1,
ASAPferg To meet you,,,,1,
ASAPferg Whats your TO BECOME TRAPLORD TAY Fergforever,,,,1,
Dont set hefty goals go to as many astros games as possible watch more movies,,,,1,
ASAPferg Whats your to be happy,,,,1,
Graduate from SNHU in April,,,,1,
Any relationshipsfriendships of mine that have come to an end in will NOT began again in NewYearsResoluti,,,,1,
I still love DietPepsi too muchMUST break this addiction,,,,1,
see at least different boobs,,,,1,
HazelLver and my is to become sluts,,,,1,
I gotta go to the gym But I shall wait till Jan st like everyone else Lmfao,,,,1,
Im making my now Im not making any resolutions,,,,1,
HanarMarouf learn a new language,,,,1,
get rid of my muffintop eww,,,,1,
Dont start something new for finish something u have already started,,,,1,
ASAPferg Whats your To get all da bitchez,,,,1,
Im going to tell every woman that their leggings are seethrough BECAUSE THEY ALL ARE,,,,1,
never let anyone treat you like a yellow starburst mantra,,,,1,
Stop being so dramatic,,,,1,
Started my early I wrapped yesterday and got back on my Thermofit lbs are coming off,,,,1,
Cant wait for NewYear so I can start my at least for a couple months,,,,1,
Keeping it boring this coming yearNew years resolution back to the gym,,,,1,
Im going to tell every woman that their leggings are seethrough BECAUSE THEY ALL ARE,,,,1,
My islearn how pack lighter WhoAmIKidding NeedLotsOfShoes aGirlNeedsCosmetics KiddingMyself FatChance GirlProbs,,,,1,
So for my Im going to try to avoid seeing MasBitch for at least month marcopoulos jhnle,,,,1,
Adventures Im ready for more of those,,,,1,
As good as friends as you two marcopoulos jhnle are Im glad I can count on you guys to help me succeed with my,,,,1,
My is to hug more ppl and make more ppl happy EveryoneMatters,,,,1,
consistency,,,,1,
Im thinking about my for and I think its going to be a biggy Im looking to start studying,,,,1,
avoid every male specimen possible,,,,1,
GET NOTICED BY camerondallas and JoeSugg,,,,1,
You cant outrun your fork health nutrition fitness eatclean lift weighttraining weightloss diet cleaneating,,,,1,
Address this student loan debt in something,,,,1,
use twitter more often,,,,1,
My is to make more money Thanks to ltappp that is possible,,,,1,
My is to make more money Thanks to ltappp that is possible,,,,1,
My is to make more money Thanks to ltappp that is possible,,,,1,
My is to make more money Thanks to ltappp that is possible,,,,1,
My is to make more money Thanks to ltappp that is possible,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
This Picture Just Does It ALL For Me LetGo MovingOn READY,,,,1,
I resolve to look at twitter less,,,,1,
I resolve to delete more tweets before I even tweet them,,,,1,
be more consistent with my Ashtanga practice,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Still thinking of my I am actually going for two attainable ones this year one helps others and both help me doit,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
The word bae needs to be left behind in notsorry ByeFelicia,,,,1,
Being at the gym is where I want to be in WorkoutMotivation,,,,1,
All dolled up and no wear to go Im going to work on that this year,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My resolution kasondraspears how many people are with me on this,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Second be more active Either do yoga or ballroomdancing needtoreducestress,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Have my morning BM BEFORE I drink my coffee,,,,1,
Debating on joining a gym as a new years resolution Keep weight off once and for all NewYear debatable debate,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Ive got to set some goals for Personal goals and work goals,,,,1,
Goals make it to,,,,1,
I have a half marathon picked out in Wyoming for midJune,,,,1,
Nows the exciting time of picking out a training plan and putting it in my calendar,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Ive got to set some goals for Personal goals and work goals,,,,1,
Job searching Monday I really need a new job Newjob pray,,,,1,
stop trusting these inconsistent ass people,,,,1,
Work on my high cholesterol Not getting any younger the best time start being healthy is now health,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Manage my Eagle Express and Dining Dollars better Dnt want to be out by the first two months of school OnlyAtSouthern,,,,1,
Stay The Saaaame,,,,1,
stop eating fudge covered Oreos JK,,,,1,
Visit the PDXJapaneseGdn more often,,,,1,
VanOFFZanz Get this money,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Part of my is Im gonna drop some serious science discoveries on yall in What if we were wrong about PatientHM,,,,1,
I want to sleep into the new year If you dont allow then I will sip into it Scotch is an old friend anyways,,,,1,
My twitter and my Instagram got hacked so I guess Im going to have to make another one again annoyed,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Im gonna start doing squats to get a bigger booty,,,,1,
Im going to be dedicated to the gym,,,,1,
Let the resolutions begin FailedResolutions resolutions diet weightloss,,,,1,
no pointless relationships lol,,,,1,
read more books,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Get a reboot on Health NewYear NewYou Weightlossgoals gethealthy cholesterol,,,,1,
Thinking about readopting my and calling it the If at First You Dont Succeed plan goals HappyNewYear,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
True golfers are athletes physically and mentally Doing a golf specific workout every dayNew Years resolution golf,,,,1,
If Carrot Top can turn into beefcake then I can manage to get fit,,,,1,
me and Sierra start our work outs this week with our personal trainer Sieerrraaaa leggoo starts now,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Going to do more of this next year eat like you give a fck XD newyearsresolution Santa Monica,,,,1,
business only Taking a break from everything else to focus on growing my own empire,,,,1,
learn how to say no,,,,1,
stop overthinking,,,,1,
Find out what I have to do to finally be happy,,,,1,
My only goal in is to be happy Genuinely intensely consistently happy,,,,1,
Places in country that I should visit and write about in Go roadtripping traveltips retweet FemaleBloggerRT,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My is to get in shape by eating more pizza,,,,1,
Dont be afraid to make decisions and take risks,,,,1,
walking miles Starting right after I finish school and running to Washington,,,,1,
nezzness new year new me,,,,1,
WWF I will NEVER buy something that was once part of a living tiger BeastnamedTiger,,,,1,
WWF I will NEVER buy something that was once part of a living tiger I MIGHT,,,,1,
Got my workout journal and pumped for January blogilates,,,,1,
WWF I will NEVER buy something that was once part of a living tiger never have never will,,,,1,
You know So what if people are going to say new year new me At least they are being positive,,,,1,
figure out if im gay or not for fucks sake,,,,1,
go huntin for the first time,,,,1,
lose weight c,,,,1,
My is to find me a good woman make her my wife,,,,1,
I actively set out to gain weight this holiday season I want to get buff for my new years resolution and need a base,,,,1,
is almost here My is getting my four written picturebooks published Researching publishers,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
I really need to start going gym properly in the new year,,,,1,
Wag more bark less,,,,1,
Is it New Years already Time for me to start making resolutions Im not going to keep again,,,,1,
Try meet KJCV Josh Cuthbert Mum just thank her for everything she has done for meShe means the to me,,,,1,
get my band signed to FueledByRamen jointhefamily,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
My new year resolution publish three of my titles celebration NewYearsEve resolutions,,,,1,
Make today Count you will never get this day back youonlyliveonce success StriveForGreatness,,,,1,
rhyme difazio with deblasio in all of my verses,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
In I resolve to never use the word bae,,,,1,
Stress sucksit causes so many problems Going to focus on how to un stress and get fit GetFitNaturally stessed,,,,1,
Be the best possible version of yourself and never settle begreat bebettereveryday,,,,1,
Be the best possible version of yourself and never settle begreat bebettereveryday,,,,1,
I would rather die of passion than of boredom Vincent van Gogh NewYear GoalsFor,,,,1,
My goal for to be the best version of myself If I can do that everything else will fall in place,,,,1,
when someone sends me a calendar invite covering the time they are on vacation Im going to accept then tag along,,,,1,
Im gonna make the see you next year joke as much as possible,,,,1,
Make a to Keep in Touch like with pen and ink Peace Sun NoteCards FlawnOcho,,,,1,
newyearsresolution Blog more,,,,1,
As long as Im taking my kid to preschool years from now Im good pinkprint newyearsresolution,,,,1,
Let us strive to know The Lord Hosea lovemychurch fbccanton preachestruth straightfromtheword,,,,1,
FitterAndFaster I resolve to increase my flexibility,,,,1,
My new years resolution is to become a hoarder Im starting as soon as I clean out my basement,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
GlennaOn TWISF NorthMiamiBeach FL my is to make a Florida motto YouNeedaCar,,,,1,
steer clear of ignorant people,,,,1,
is to not do over mph over the speed limit,,,,1,
Spend time with my family,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
to be a little bit less of an asshole,,,,1,
Considering any Prerequisite for mine get a job again,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
for To be like this guy Please RT,,,,1,
My is to keep up with my good grades create amazing new memories with all my friends and continue to be happy,,,,1,
My New Years revaluation is to keep looking forward keep my head up,,,,1,
BrolatesPilates for men,,,,1,
My is to be JanuaryJones thatisall,,,,1,
Everyone matters kindness PayItForward,,,,1,
Ive decided to change it up a bit today and am embracing anarchy Husband confused Kids hungry newbeginning funny,,,,1,
to spread two facts for every lie the GOP spreads wait Im going to need some help,,,,1,
Dayatmovies Emerge is what I keep thinking for but it will definitely involve some purging wordoftheyear,,,,1,
stop being a lil bitch,,,,1,
Im trying to figure out a but idk what it could be Ive already worked pretty hard this yr to change for the better,,,,1,
Resolution No Tweet more often Good start so far,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
Anyone else Excited for I sure am A year of newbeginnings newpromises a FreshStart and so much more,,,,1,
I want to reinvent myself,,,,1,
newyearsresolution live a more innovativelife Step discover my Innovation Quotient Edge,,,,1,
Love her Hang wfamily Hang wfriends Make greatdope music Live life,,,,1,
I need to get nicer when Im blackout,,,,1,
My New Years resolution is to get back in gym by January days a week then then stop going by Ground Hog Day,,,,1,
TeamBobbyEwing My to help get our beloved tv show back on tv ASAP SaveDallas,,,,1,
Finally meet the girl who does the video announcements theYearOfnotAaronAllison Iwil,,,,1,
Bring food with you Vow to never leave the house when you will be gone for gt hours without a healthy food stash,,,,1,
I think my first new year resolution to be to cut back on donut intake,,,,1,
My is to make the Year of The Startups StartUpChallenge GenYNot entrepreneur,,,,1,
It is that time again for the mine of course needs to be weightloss so keep watch for my weightlosstransformation,,,,1,
No Narrow my eyes slightly when talking to gaffer about gels If he likes density pick Sh,,,,1,
My to help get our beloved tv show back on tv ASAP SaveDallas,,,,1,
New Years Resolution Eat More,,,,1,
unfollow all the people who post their New Years resolutions,,,,1,
Start each day with a smile newyearsresolution iknewmorethen,,,,1,
newyearsresolution to go to the br actually go to the br lol myoffice wastingtime,,,,1,
My goal is to be happy Genuinely intensely consistently happy,,,,1,
I think Ill kick the New Year off with a return to the Month of Fear It was a great experience last year,,,,1,
Ya Im going to be one of those people on New Yearstime to lose weight and tone out cliche,,,,1,
Allow all things good to consume me read more love deeper work hard travel to Iceland or another remote country,,,,1,
get my Creative Writing resume pumped up When I graduate in I want to be unstoppable screenwriting,,,,1,
Im still in bed and Im completely ok with that Just stepping up my sleeping game for LongHairDontCare,,,,1,
I have this habit of knowing things are dumb and doing them anyways One of my s is to stop doing that,,,,1,
My is to sitstand up straight to improve my posture What are yours ResolutionsFor,,,,1,
KrystelleMeth I hate that we still havent been to Disneyland wtf lol,,,,1,
That will be me out there in newyearsresolution,,,,1,
Life is short I plan on eating more queso and less rice cakes in,,,,1,
Im just about a week out from my birthday and the start of one hell of a,,,,1,
Finding someone with whom I can watch and fuck to bible black is on the top of the list Goals anime hentai,,,,1,
My is to make more money Thanks to ltapp that is possible,,,,1,
I hope to be alot better person to my friends next year,,,,1,
Planning to take a moment out of each day to stop and smell the roses CountOurBlessingOneByOne,,,,1,
Cut down on your screen time by one hour a day for Yeah I should too Encouragement YouAreWorthIt,,,,1,
Giants a new year a healthy team Giants,,,,1,
Start each day with a grateful heart,,,,1,
Pick a youngster to mentor for Encouragement YouAreWorthIt,,,,1,
more days until I have successfully completed my resolution to not drink energy drinks,,,,1,
Get RickyPDillon to follow me X,,,,1,
my is to stop drinking wine during the week until the wedding Hoping that will help me shed those few extra lbs,,,,1,
My is to be more organized What apps help you stay organized crowdsource,,,,1,
DaveRamsey we just finished our January budget Excited to start the new year right,,,,1,
